step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
600000,3488,1.329,0.023,9.77,295403,278492,3306,106,13482,2521,1580348.5,602.1,0.633,0.072,0.066,0.115,0.113,503,5.37,3.36,0.07,1.06,0.02,0.24,0.21,1.55,5.07,2.51,0.00,0.00,0.003,0.032,276,0.257,0.822,0.000,0.000,0.178,283728,260929,9,0.712,0.000,0.068,2499554,0.099,0.061,0.002,162.65,95880,837,0.239,0.217,0.000,1699659,1.03,20.67,0.000,0.001,0.000
610000,3543,1.296,0.020,10.18,312366,293882,3872,0,14557,73,1595566.4,3.5,0.665,0.067,0.061,0.105,0.102,494,5.28,3.25,0.07,0.95,0.02,0.18,0.18,1.41,5.01,2.73,0.00,0.00,0.004,0.040,298,0.227,0.838,0.000,0.000,0.162,301684,277555,9,0.668,0.003,0.052,2060316,0.090,0.055,0.002,162.68,106633,0,0.049,0.000,0.000,1597862,1.03,20.79,0.000,0.000,0.000
620000,3554,1.312,0.021,10.14,296525,278838,3600,0,14076,80,1572907.8,5.7,0.640,0.075,0.068,0.110,0.108,550,5.18,2.96,0.09,1.11,0.04,0.42,0.10,0.95,4.95,2.24,0.00,0.05,0.006,0.039,247,0.266,0.845,0.000,0.000,0.155,285555,261863,9,0.684,0.015,0.031,1540246,0.116,0.062,0.003,162.74,101963,0,0.072,0.000,0.000,1587382,1.03,20.83,0.000,0.001,0.000
630000,3503,1.312,0.021,9.91,326873,307220,4009,2,15693,149,1585437.4,28.3,0.683,0.070,0.065,0.092,0.090,508,5.23,3.21,0.13,1.90,0.02,0.20,0.13,1.10,4.95,2.27,0.00,0.05,0.003,0.029,261,0.301,0.821,0.000,0.000,0.179,317242,295744,8,0.741,0.000,0.042,1287402,0.119,0.060,0.003,162.81,110942,24,0.190,1.000,0.000,1398518,1.05,20.78,0.001,0.001,0.001
640000,3566,1.291,0.016,9.91,344939,325404,4031,0,15441,74,1595019.1,5.3,0.717,0.065,0.059,0.080,0.079,482,5.28,3.21,0.13,1.13,0.03,0.64,0.16,1.36,4.96,2.49,0.00,0.09,0.003,0.033,268,0.289,0.788,0.001,0.000,0.211,336811,316032,10,0.778,0.001,0.046,1726676,0.107,0.052,0.002,162.83,118239,0,0.072,0.000,0.000,1291849,1.05,20.78,0.000,0.000,0.001
650000,3521,1.306,0.019,10.07,335474,316648,4192,0,14679,40,1596468.6,3.6,0.705,0.069,0.063,0.083,0.081,449,5.28,2.95,0.09,1.31,0.01,0.15,0.13,1.32,5.05,2.23,0.00,0.00,0.002,0.025,243,0.308,0.821,0.000,0.000,0.179,326982,306532,9,0.763,0.007,0.049,1752529,0.120,0.056,0.002,162.88,115504,0,0.089,0.000,0.000,1342291,1.03,20.67,0.000,0.000,0.000
660000,3580,1.288,0.023,10.90,298008,280616,3823,0,13510,93,1578153.6,14.2,0.645,0.078,0.069,0.106,0.102,513,4.90,2.51,0.02,0.26,0.04,0.23,0.10,1.02,4.74,2.20,0.00,0.00,0.006,0.037,240,0.339,0.866,0.000,0.000,0.134,288436,262122,8,0.610,0.064,0.032,1809699,0.137,0.062,0.002,162.90,100502,0,0.153,0.000,0.000,1388920,1.01,21.15,0.000,0.000,0.000
670000,3623,1.297,0.023,11.09,288036,270353,4006,0,13634,30,1566478.1,1.8,0.628,0.073,0.064,0.119,0.116,519,4.72,2.57,0.02,0.35,0.01,0.20,0.08,0.94,4.61,2.20,0.00,0.07,0.002,0.028,211,0.364,0.864,0.000,0.000,0.136,278524,251144,10,0.620,0.000,0.017,923912,0.127,0.063,0.003,162.86,94659,0,0.059,0.000,0.000,1485660,1.01,21.47,0.000,0.000,0.001
680000,3635,1.287,0.021,11.02,280727,262770,3863,0,14082,52,1538696.8,5.6,0.608,0.074,0.066,0.128,0.124,477,4.73,2.89,0.08,1.40,0.01,0.25,0.09,0.97,4.55,2.14,0.00,0.00,0.002,0.037,235,0.292,0.877,0.000,0.000,0.123,270794,241092,9,0.632,0.001,0.024,862859,0.128,0.065,0.003,162.80,100132,0,0.108,0.000,0.000,1590203,1.03,21.59,0.000,0.000,0.000
690000,3612,1.323,0.022,11.07,285591,266763,4281,1,14569,52,1528384.2,3.6,0.642,0.071,0.065,0.111,0.110,504,4.75,2.89,0.07,1.39,0.02,0.48,0.09,0.96,4.57,2.18,0.00,0.00,0.002,0.036,248,0.272,0.870,0.000,0.000,0.130,276006,248655,8,0.628,0.001,0.024,987989,0.143,0.065,0.003,162.74,98046,54,0.069,0.000,0.000,1456067,1.02,21.43,0.000,0.000,0.000
700000,3631,1.295,0.023,10.71,291559,272973,3896,0,14671,46,1513179.4,3.3,0.649,0.080,0.074,0.100,0.098,458,4.67,2.58,0.03,0.58,0.01,0.30,0.10,1.05,4.53,2.17,0.00,0.00,0.002,0.034,272,0.223,0.873,0.000,0.000,0.127,282798,252585,8,0.655,0.017,0.026,882160,0.146,0.072,0.005,162.66,104866,0,0.072,0.000,0.000,1425137,1.01,21.53,0.000,0.000,0.000
710000,3648,1.300,0.022,10.70,280618,262954,3935,1,13711,226,1492774.8,63.8,0.656,0.079,0.073,0.098,0.094,500,4.71,3.18,0.11,1.50,0.01,0.24,0.10,1.03,4.48,2.40,0.00,0.00,0.002,0.044,270,0.180,0.887,0.000,0.000,0.113,271511,243284,10,0.641,0.081,0.031,1072035,0.149,0.071,0.006,162.58,100200,690,0.282,0.000,0.000,1364810,1.04,21.52,0.000,0.006,0.000
720000,3545,1.291,0.026,10.93,283307,265939,3765,4,13702,365,1573534.1,99.5,0.641,0.076,0.069,0.108,0.107,504,5.13,3.22,0.09,1.27,0.01,0.31,0.09,1.29,4.93,2.55,0.00,0.12,0.001,0.023,278,0.152,0.865,0.000,0.000,0.135,273461,245754,9,0.597,0.032,0.022,1076715,0.148,0.064,0.003,162.69,100524,1410,0.273,0.000,0.000,1533260,1.03,20.94,0.000,0.000,0.000
730000,3496,1.329,0.028,10.92,275112,258389,3342,0,13430,177,1571975.2,25.7,0.585,0.092,0.084,0.119,0.119,492,5.24,3.14,0.09,1.04,0.02,0.36,0.12,1.06,5.01,2.47,0.00,0.08,0.002,0.034,293,0.114,0.872,0.000,0.000,0.128,262902,232431,9,0.556,0.025,0.031,907108,0.126,0.070,0.003,162.70,101602,0,0.145,0.000,0.000,1434683,1.03,20.75,0.000,0.003,0.000
740000,3512,1.308,0.022,10.39,297803,280365,3851,0,13571,80,1613939.6,5.8,0.625,0.086,0.078,0.107,0.105,494,5.40,3.19,0.11,1.23,0.02,0.30,0.13,1.31,5.13,2.42,0.00,0.09,0.003,0.037,282,0.117,0.858,0.000,0.000,0.142,286930,258080,11,0.711,0.027,0.024,983541,0.116,0.066,0.004,162.68,104525,0,0.073,0.000,0.000,1395911,1.04,20.54,0.000,0.001,0.001
750000,3545,1.313,0.020,10.19,314704,296507,4019,1,14144,235,1586386.9,31.1,0.674,0.087,0.077,0.083,0.079,471,5.17,3.31,0.11,1.52,0.01,0.24,0.12,1.01,4.93,2.48,0.00,0.03,0.002,0.033,296,0.121,0.836,0.001,0.000,0.163,304744,278519,11,0.713,0.001,0.042,878022,0.083,0.067,0.004,162.62,108280,33,0.132,1.000,0.000,1133349,1.04,20.88,0.000,0.003,0.000
760000,3525,1.303,0.022,10.79,318444,299788,4059,6,14611,341,1580065.9,41.7,0.701,0.074,0.067,0.081,0.078,500,5.06,3.01,0.08,1.13,0.01,0.23,0.11,1.01,4.86,2.41,0.00,0.04,0.002,0.034,301,0.100,0.874,0.001,0.000,0.125,310990,284152,10,0.651,0.029,0.048,1495701,0.094,0.063,0.003,162.55,110750,314,0.122,0.167,0.000,1517886,1.03,20.85,0.000,0.007,0.001
770000,3552,1.305,0.024,11.09,292708,275272,3687,8,13714,400,1575580.1,48.1,0.626,0.087,0.078,0.107,0.103,464,5.21,3.19,0.08,1.39,0.01,0.46,0.13,0.96,4.99,2.61,0.00,0.00,0.001,0.023,315,0.108,0.858,0.000,0.000,0.141,282039,250825,10,0.350,0.240,0.046,1856997,0.098,0.070,0.004,162.59,107689,738,0.120,0.250,0.000,1746412,1.03,20.60,0.000,0.000,0.000
780000,3552,1.292,0.024,10.96,287736,269501,4020,2,14213,215,1539414.5,23.5,0.629,0.086,0.077,0.106,0.102,483,5.06,3.11,0.08,1.26,0.02,0.35,0.14,1.51,4.82,2.22,0.00,0.02,0.002,0.031,287,0.116,0.878,0.001,0.000,0.122,276573,245986,10,0.264,0.281,0.050,1913546,0.090,0.066,0.004,162.56,105983,476,0.109,0.000,0.000,1424527,1.03,20.84,0.000,0.001,0.000
790000,3520,1.333,0.026,10.99,269249,252632,3456,16,13177,941,1548899.2,168.7,0.580,0.102,0.092,0.115,0.111,492,5.20,3.48,0.07,0.89,0.02,0.37,0.21,1.69,4.91,2.72,0.00,0.00,0.001,0.029,302,0.128,0.873,0.001,0.000,0.126,256094,222052,10,0.396,0.159,0.061,2111829,0.094,0.068,0.004,162.59,99708,660,0.179,0.312,0.000,1571417,1.03,20.70,0.000,0.010,0.000
800000,3490,1.327,0.027,11.15,273883,257401,3500,18,12994,924,1586333.6,172.9,0.578,0.100,0.092,0.118,0.112,458,5.32,2.90,0.05,0.78,0.02,0.53,0.14,0.89,5.11,2.51,0.00,0.00,0.001,0.027,316,0.117,0.874,0.000,0.000,0.126,260034,227479,9,0.512,0.034,0.063,2146446,0.101,0.064,0.003,162.74,99948,998,0.187,0.167,0.000,1333459,1.02,20.42,0.000,0.001,0.000
810000,3518,1.295,0.030,11.37,274636,258477,3560,3,12568,107,1538618.6,26.7,0.594,0.094,0.083,0.117,0.112,484,5.28,3.44,0.08,1.10,0.02,0.55,0.21,1.45,4.97,2.66,0.00,0.00,0.001,0.029,289,0.139,0.883,0.000,0.000,0.117,259951,228034,9,0.534,0.035,0.084,2514404,0.091,0.075,0.005,162.75,101147,826,0.249,0.000,0.000,1317866,1.03,20.56,0.000,0.000,0.000
820000,3492,1.312,0.027,11.44,268958,253772,3378,0,11834,97,1568906.1,16.2,0.570,0.099,0.089,0.123,0.119,499,5.32,3.54,0.09,0.98,0.01,0.32,0.20,1.48,5.02,2.82,0.00,0.03,0.001,0.021,319,0.138,0.877,0.000,0.000,0.123,255197,225498,9,0.566,0.019,0.062,2745105,0.091,0.067,0.003,162.75,98442,0,0.167,0.000,0.000,1613563,1.03,20.44,0.000,0.000,0.000
830000,3482,1.343,0.027,11.26,273930,258004,3682,0,12254,56,1536512.0,8.5,0.597,0.094,0.085,0.115,0.110,481,5.17,3.27,0.07,1.35,0.01,0.15,0.19,1.18,4.90,2.59,0.00,0.02,0.002,0.041,299,0.169,0.884,0.000,0.000,0.116,260355,228745,11,0.570,0.045,0.078,2674275,0.098,0.070,0.004,162.71,101310,0,0.152,0.000,0.000,1288362,1.02,20.72,0.000,0.001,0.001
840000,3500,1.317,0.027,11.58,273737,257783,3405,0,12531,63,1571126.8,5.7,0.577,0.097,0.087,0.122,0.117,479,5.34,3.41,0.06,1.11,0.01,0.22,0.17,1.25,5.10,2.71,0.00,0.03,0.001,0.023,300,0.118,0.872,0.000,0.000,0.128,259762,225598,10,0.557,0.005,0.060,2423983,0.102,0.067,0.004,162.77,101615,0,0.091,0.000,0.000,1450157,1.02,20.51,0.000,0.001,0.000
850000,3524,1.305,0.026,11.26,277532,261044,3713,0,12751,128,1549769.4,15.7,0.600,0.095,0.084,0.114,0.107,451,5.14,3.25,0.05,0.85,0.02,0.47,0.18,1.24,4.89,2.68,0.00,0.05,0.002,0.039,310,0.186,0.880,0.000,0.000,0.120,264199,228861,11,0.551,0.049,0.065,2142154,0.107,0.067,0.003,162.75,100950,0,0.123,0.000,0.000,1295451,1.02,20.74,0.000,0.002,0.001
860000,3588,1.298,0.024,11.23,280346,263835,3701,1,12745,119,1567772.0,17.1,0.599,0.095,0.087,0.112,0.108,472,4.90,2.84,0.04,0.70,0.01,0.35,0.15,1.07,4.69,2.56,0.00,0.09,0.001,0.034,278,0.201,0.868,0.000,0.000,0.132,268179,235779,10,0.335,0.278,0.058,2212545,0.101,0.064,0.003,162.80,99367,24,0.144,1.000,0.000,1452750,1.01,21.11,0.000,0.001,0.001
870000,3576,1.306,0.024,11.38,273485,257005,3687,1,12804,124,1541499.4,13.1,0.591,0.099,0.088,0.113,0.109,508,5.01,3.22,0.10,1.28,0.00,0.06,0.12,0.91,4.78,2.55,0.00,0.03,0.000,0.012,277,0.174,0.882,0.000,0.000,0.118,261598,231312,11,0.293,0.298,0.049,1860839,0.111,0.063,0.003,162.73,98997,652,0.106,0.000,0.000,1446598,1.03,20.95,0.000,0.002,0.001
880000,3600,1.304,0.025,11.34,261472,245124,3722,0,12602,189,1516631.6,33.5,0.589,0.099,0.090,0.113,0.109,519,4.71,3.05,0.11,1.51,0.01,0.11,0.13,0.96,4.46,2.19,0.00,0.05,0.001,0.025,231,0.128,0.888,0.000,0.000,0.112,249868,218400,13,0.463,0.011,0.052,1982202,0.087,0.069,0.003,162.65,95703,0,0.177,0.000,0.000,1650613,1.03,21.38,0.000,0.001,0.000
890000,3565,1.303,0.025,11.39,278626,261840,4279,1,12541,79,1540259.0,8.4,0.638,0.081,0.076,0.104,0.101,507,5.02,3.26,0.06,0.97,0.02,0.26,0.23,1.41,4.71,2.59,0.00,0.00,0.003,0.040,301,0.158,0.861,0.000,0.000,0.139,268758,239569,13,0.431,0.004,0.084,2419297,0.105,0.072,0.004,162.71,102797,453,0.106,0.000,0.000,1435331,1.02,20.89,0.000,0.001,0.000
900000,3581,1.303,0.021,11.46,310782,292826,4060,3,13877,106,1555769.2,28.7,0.670,0.073,0.065,0.097,0.094,424,5.07,3.42,0.12,1.58,0.00,0.20,0.20,1.20,4.75,2.77,0.00,0.08,0.000,0.012,321,0.125,0.817,0.000,0.000,0.183,301504,276481,12,0.497,0.000,0.081,3240892,0.116,0.063,0.003,162.75,114751,915,0.270,0.000,0.000,1282254,1.04,20.83,0.000,0.000,0.000
910000,3603,1.307,0.028,11.85,288444,271371,3835,0,13216,90,1506962.6,7.8,0.628,0.074,0.067,0.117,0.114,478,4.73,2.80,0.07,1.10,0.00,0.12,0.19,1.14,4.47,2.25,0.00,0.00,0.001,0.018,251,0.147,0.900,0.000,0.000,0.100,277799,249436,12,0.429,0.000,0.094,3349016,0.125,0.070,0.004,162.72,105832,0,0.087,0.000,0.000,1437755,1.03,21.30,0.000,0.002,0.000
920000,3559,1.284,0.027,11.92,264334,248515,3744,1,12118,72,1518163.5,14.1,0.592,0.080,0.071,0.130,0.126,493,4.88,2.84,0.05,0.76,0.01,0.37,0.20,1.24,4.62,2.26,0.00,0.00,0.001,0.018,265,0.142,0.895,0.000,0.000,0.105,252114,222148,11,0.362,0.000,0.115,4209395,0.127,0.071,0.004,162.67,98510,1027,0.196,0.000,0.000,1489314,1.02,21.11,0.000,0.000,0.000
930000,3545,1.324,0.028,11.70,263719,248043,3804,4,11882,196,1482984.1,41.4,0.590,0.083,0.075,0.128,0.125,496,4.90,3.31,0.06,1.11,0.01,0.15,0.23,1.44,4.60,2.55,0.00,0.02,0.001,0.023,307,0.186,0.893,0.000,0.000,0.106,251653,221380,12,0.311,0.001,0.082,3980469,0.126,0.071,0.004,162.62,96771,1246,0.211,0.500,0.000,1487018,1.02,21.22,0.000,0.000,0.000
940000,3539,1.317,0.023,10.99,272744,256997,3724,1,12028,100,1526836.6,19.6,0.606,0.089,0.081,0.112,0.111,527,5.02,3.31,0.13,1.67,0.02,0.38,0.26,1.25,4.61,2.20,0.00,0.10,0.001,0.018,324,0.170,0.886,0.001,0.000,0.114,260580,230230,12,0.399,0.038,0.130,3895593,0.113,0.070,0.004,162.63,94898,5,0.196,1.000,0.000,1439598,1.04,21.01,0.000,0.006,0.001
950000,3649,1.280,0.023,10.93,297001,279083,4172,0,13636,57,1535960.8,3.2,0.667,0.078,0.070,0.093,0.091,488,4.71,2.85,0.08,1.26,0.01,0.18,0.17,0.95,4.45,2.25,0.00,0.04,0.001,0.022,253,0.192,0.871,0.000,0.000,0.129,287316,263027,10,0.383,0.000,0.091,4293446,0.123,0.063,0.003,162.67,99573,0,0.055,0.000,0.000,1272875,1.03,21.42,0.000,0.003,0.001
960000,3629,1.298,0.023,11.34,285797,268656,3889,49,13223,908,1562272.8,280.3,0.625,0.084,0.074,0.111,0.106,567,4.89,3.11,0.05,0.71,0.00,0.04,0.18,1.07,4.66,2.80,0.00,0.00,0.001,0.024,278,0.258,0.877,0.000,0.000,0.123,274376,249954,9,0.318,0.014,0.088,3740610,0.161,0.061,0.002,162.80,93910,892,0.309,0.224,0.000,1308477,1.02,21.17,0.000,0.007,0.000
970000,3579,1.295,0.028,11.50,285724,268358,3837,0,13579,163,1543007.4,30.8,0.618,0.083,0.073,0.116,0.111,558,5.02,3.19,0.10,1.26,0.00,0.02,0.20,1.42,4.71,2.46,0.00,0.00,0.000,0.008,281,0.197,0.881,0.000,0.000,0.119,273865,248349,8,0.292,0.338,0.073,3505193,0.156,0.070,0.003,162.85,96219,0,0.189,0.000,0.000,1350090,1.04,21.07,0.000,0.001,0.000
980000,3662,1.279,0.019,11.08,283866,266161,4005,0,13617,97,1523699.6,20.4,0.630,0.086,0.075,0.107,0.103,551,4.90,3.68,0.09,1.29,0.00,0.03,0.18,1.33,4.63,2.94,0.00,0.00,0.000,0.001,263,0.275,0.856,0.000,0.000,0.144,273663,247557,10,0.508,0.003,0.076,2747193,0.160,0.055,0.002,162.74,97419,0,0.211,0.000,0.000,1478809,1.03,21.27,0.001,0.002,0.000
990000,2965,1.396,0.024,12.18,272202,253436,3308,3267,12888,181484,1545669.5,31314.9,0.616,0.082,0.093,0.107,0.103,550,8.16,6.68,0.51,2.31,0.19,1.28,0.22,1.27,7.24,5.65,0.07,0.46,0.010,0.065,1040,0.071,0.856,0.036,0.000,0.108,262089,224800,7,0.254,0.200,0.068,2250052,0.157,0.066,0.003,162.43,97481,410,0.173,0.216,0.016,2226029,1.18,17.63,0.001,0.613,0.023
1000000,3401,1.364,0.021,11.69,249424,233483,3220,578,11707,108946,1534258.9,15141.6,0.613,0.069,0.066,0.130,0.123,500,5.98,4.10,0.13,1.75,0.00,0.05,0.30,1.30,5.55,3.40,0.00,0.03,0.000,0.004,514,0.106,0.854,0.000,0.000,0.146,238414,197711,13,0.384,0.035,0.137,3974933,0.153,0.061,0.003,162.71,94748,122,0.139,0.654,0.000,1458518,1.05,19.82,0.000,0.009,0.000
