run,kind,share,held,side,cells,bodies,born_size,hard,open_born,travel,wood,kills,land,surface,bottom,cold
seed11,mixed / tooth / roams / surface,2.767706401704907e-05,False,6,044444000041022221222222222222222222,3,25,0.0975609756097561,0.8,53.0,0.06320808065050797,0.6246904432268003,0.0,1.0,0.0,0.0
seed11,mixed / no tooth / stays / surface,1.845137601136605e-05,False,7,4444444444444444000444000004420000422200242222244,2,49.5,0.0,0.7878787878787878,4.75,0.0,0.6471072524511639,0.0,1.0,0.0,0.0
seed11,flesh / tooth / roams / surface,9.225688005683025e-06,False,6,111111114441044441004440000220000220,1,33,0.3333333333333333,0.4583333333333333,29.75,0.038116729417824596,0.7629477918542047,0.0,1.0,0.0,0.0
seed12,mixed / no tooth / stays / bottom,0.135056452837831,False,4,4444444444444444,10670,21.0,0.016677676286796807,1.263157894736842,0.25,7.650065527512774e-05,0.19962204065917255,0.029522024367385193,0.0,0.9704779756326148,0.008247422680412371
seed12,plant / no tooth / stays / bottom,0.10122272290010632,False,4,4444444444444444,7997,16,0.020132451889145062,1.125,0.0,0.00012125754103892843,0.08221296981708168,0.028260597724146554,0.0,0.9717394022758534,0.004876828810804051
seed12,mixed / no tooth / roams / shore,0.08964103083388184,False,4,4444244422222222,7082,16.0,0.013473481479063467,1.0,14.25,0.0010355319620746486,0.3993689322747988,0.25571872352442815,0.0002824060999717594,0.7439988703756001,0.03812482349618752
seed12,mixed / no tooth / stays / shore,0.08766644726849274,False,4,4444222222222222,6926,16.0,0.06526373929853632,1.0,1.75,0.001749181102657126,0.2484665620714799,0.3875252671094427,0.0012994513427663876,0.6111752815477909,0.037684088940225235
seed12,plant / no tooth / stays / shore,0.08402106222469749,False,4,4444444444444444,6638,16.0,0.04067888240910084,1.0,0.0,0.0027876600077356944,0.07503021858649826,0.3293160590539319,0.02636336245857186,0.6443205784874962,0.045646278999698704
seed12,mixed / tooth / roams / shore,0.08171738139841021,False,4,4441444222222222,6456,36.0,0.18008241896643795,0.6,18.5,0.11034418203841767,0.443372891996277,0.7202602230483272,0.04801734820322181,0.23172242874845106,0.11198884758364312
seed12,plant / no tooth / roams / surface,0.07923649435471622,False,8,2222222244000000400000004000000040000000400000004400000444444444,6260,25.0,0.005789660375997259,1.76,19.5,3.894674596999881e-05,0.18784953579849864,0.026996805111821086,0.9730031948881789,0.0,0.010543130990415336
seed12,mixed / no tooth / roams / bottom,0.06593337046225507,False,4,4444244422222222,5209,16,0.007569808027923211,1.0,14.0,0.0001704059612596656,0.34895924048851307,0.05279324246496449,0.0,0.9472067575350355,0.014974083317335381
seed12,mixed / tooth / roams / land,0.04963039846083742,False,6,111111114411244442224422222222222222,3921,36,0.3240767674854386,0.3939393939393939,23.0,0.18363034183199542,0.43060377726962534,0.9359857179290997,0.0606988013261923,0.0033154807447079828,0.061208875286916604
seed12,mixed / tooth / stays / shore,0.04694699002582148,False,4,4441444242222222,3709,36,0.1702585681676022,0.5925925925925926,4.75,0.03534194535030109,0.3437356539831238,0.6974925856025883,0.0008088433540037746,0.3016985710434079,0.08115394985171205
seed12,plant / no tooth / stays / land,0.03868158574249405,False,9,444444444444444444444444444444444444444444444444444444444444444444444444444444444,3056,56.0,0.10703698343009387,0.5714285714285714,0.0,0.0030600610475715485,0.03812398352586449,0.9607329842931938,0.02225130890052356,0.017015706806282723,0.02454188481675393
seed12,mixed / tooth / stays / land,0.032846438155030126,False,6,111111114441144444224444222222222222,2595,36,0.3194238348629056,0.4,3.0,0.033475843698418564,0.30779487920345244,0.9695568400770713,0.01233140655105973,0.018111753371868978,0.1556840077071291
seed12,plant / no tooth / roams / bottom,0.018986380436433598,False,7,4444444400022200000220000002000000000000000000000,1500,16.0,0.01154718050439218,1.46875,16.0,0.0001083422633721528,0.1729326124108611,0.015333333333333332,0.0,0.9846666666666667,0.006666666666666667
seed12,mixed / no tooth / stays / land,0.015391625740468836,False,4,4444444444444444,1216,24.5,0.15254185785043606,0.9411764705882353,0.0,0.0033116666701613834,0.15541677937129109,0.9827302631578947,0.0,0.017269736842105265,0.055098684210526314
seed12,plant / no tooth / roams / shore,0.014214470153409955,False,7,2222224200024400000440000044000044400044440444444,1123,28,0.00678354602899269,1.0,13.75,0.00013014695612507049,0.16087245196578395,0.2439893143365984,0.5235975066785397,0.23241317898486197,0.04363312555654497
seed12,flesh / no tooth / roams / shore,0.009252696066021974,False,4,4442444222222222,731,16,0.004687832942680588,1.0,22.75,2.042024620666249e-05,0.6437764317637176,0.332421340629275,0.0,0.667578659370725,0.07797537619699042
seed12,plant / tooth / stays / land,0.006835096957116095,False,7,1114411114444114444441444444244444422244222222222,540,49.0,0.2558519793459552,0.3953488372093023,1.0,0.05627560211537878,0.1765333648864718,0.9629629629629629,0.02962962962962963,0.007407407407407408,0.07407407407407407
seed12,flesh / no tooth / roams / bottom,0.005404789630904764,False,4,4444444222222222,427,16,0.007813424884574404,1.0,21.25,1.0995988663335617e-06,0.6312999017958248,0.02810304449648712,0.0,0.9718969555035128,0.00936768149882904
seed12,flesh / no tooth / stays / shore,0.004620019239532176,False,4,4444222222222222,365,16,0.004429509699098824,1.0,6.5,0.00048160598834936656,0.6517507813704542,0.6328767123287671,0.0,0.36712328767123287,0.0273972602739726
seed12,flesh / no tooth / stays / bottom,0.004202318869930636,False,8,2222222222222222224402222400000200000000000000000000000000000000,332,16.0,0.01532451923076923,1.0,2.25,1.1263682956209564e-05,0.5274904348527927,0.030120481927710843,0.0,0.9698795180722891,0.0
seed12,mixed / no tooth / roams / surface,0.00406308541339679,False,5,0444404444044442244422222,321,22,0.006751903462146242,1.1,25.75,0.0,0.37727587041782407,0.024922118380062305,0.9750778816199377,0.0,0.021806853582554516
seed12,flesh / tooth / roams / shore,0.003898536782947699,False,7,1111111111111144444414442222442222242222222222222,308,49.0,0.3689642462218946,0.39473684210526316,11.25,0.022036919876790323,0.6255372762111158,0.8116883116883117,0.012987012987012988,0.17532467532467533,0.15584415584415584
seed12,flesh / tooth / roams / land,0.0037213305655409853,False,6,111111111111224422224422222222222222,294,36.0,0.3484469170143718,0.40625,32.0,0.18111507016862602,0.6496448041973777,0.9319727891156463,0.06802721088435375,0.0,0.04421768707482993
seed12,plant / no tooth / stays / surface,0.0030631360437446205,False,6,044444000444000042000022222222222222,242,30.5,0.002499342278347803,1.0,1.25,0.0,0.12053910083245306,0.0,1.0,0.0,0.008264462809917356
seed12,mixed / tooth / stays / bottom,0.0029365601741683967,False,4,4441444222222222,232,16.0,0.10527589545014521,1.0,5.25,0.0018055450740975282,0.3154637234003381,0.04310344827586207,0.0,0.9568965517241379,0.017241379310344827
seed12,plant / tooth / stays / shore,0.002632778087185459,False,4,4441444444422222,208,16.0,0.17423014586709887,0.9333333333333333,4.0,0.03691735250460118,0.17025876139638457,0.7355769230769231,0.0,0.2644230769230769,0.27884615384615385
seed12,plant / tooth / roams / shore,0.002278365652372032,False,6,441000444000444000442000422200222220,180,21.0,0.20569620253164558,0.9,20.125,0.023268186175454012,0.22629592243233418,0.35,0.5666666666666667,0.08333333333333333,0.03333333333333333
seed12,flesh / no tooth / stays / land,0.0009113462609488127,False,6,444444444444444444444444444444444444,72,25.0,0.17196007259528132,0.8222222222222222,0.5,0.0022430432765438517,0.5179841338012086,0.9722222222222222,0.0,0.027777777777777776,0.0
seed12,plant / tooth / roams / surface,0.0007721128044149663,False,7,2222224222224422224441000044100004400000440000044,61,31,0.0886411889596603,1.0,18.0,0.00016731756174445057,0.22852706196572903,0.03278688524590164,0.9672131147540983,0.0,0.0
seed12,plant / tooth / roams / land,0.0005949065870082527,False,4,4411441141111111,47,16,0.2650316455696202,0.8125,16.0,0.05507657990525455,0.18294479011465126,0.9787234042553191,0.0,0.02127659574468085,0.1702127659574468
seed12,mixed / no tooth / roams / land,0.0005316186522201407,False,4,4444444422222222,42,16.0,0.08259587020648967,1.0,13.625,0.0,0.3819758814683211,1.0,0.0,0.0,0.023809523809523808
seed12,flesh / no tooth / roams / land,0.0004936458913472736,False,4,4442422222222222,39,16,0.006157635467980295,1.0,15.5,0.0,0.772991925221796,1.0,0.0,0.0,0.02564102564102564
seed12,mixed / tooth / roams / bottom,0.00048098830438965114,False,5,4111144211422224222222222,38,22.0,0.09327548806941431,1.15625,13.805,0.02204750273303048,0.41019807178675516,0.0,0.0,1.0,0.02631578947368421
seed12,flesh / tooth / roams / bottom,0.00048098830438965114,False,7,1100000440000044000004400000420000022000002200000,38,16.0,0.19617224880382775,1.0,13.75,0.004478973513122622,0.6845685529833851,0.0,0.0,1.0,0.0
seed12,plant / no tooth / roams / land,0.00043035795655916155,False,5,4444442244422244224444444,34,24.5,0.004524886877828054,1.1176470588235294,21.875,0.0,0.1331742412051229,1.0,0.0,0.0,0.20588235294117646
seed12,flesh / tooth / stays / bottom,0.00024049415219482557,False,4,4441444222222222,19,16,0.09210526315789473,1.0,4.25,2.886540586072704e-05,0.5216188769257817,0.0,0.0,1.0,0.05263157894736842
seed12,flesh / tooth / stays / land,0.00022783656523720319,False,4,1111441142222222,18,30.5,0.29238754325259514,0.4782608695652174,2.5,0.006868158481061707,0.5733972682359779,1.0,0.0,0.0,0.16666666666666666
seed12,plant / tooth / stays / bottom,0.00018986380436433598,False,4,4444444442241222,15,16,0.10980392156862745,0.9333333333333333,1.25,0.0012343312311231436,0.14651961628143537,0.0,0.0,1.0,0.0
seed12,mixed / tooth / roams / surface,0.0001645486304490912,False,5,4444422244222242224442444,13,23,0.1553672316384181,0.8695652173913043,16.0,0.0012038380093235392,0.4438532124324199,0.0,1.0,0.0,0.0
seed12,flesh / tooth / stays / shore,0.0001645486304490912,False,4,4441211122212221,13,16,0.2987012987012987,0.75,2.75,0.006941878375965822,0.6659158753949439,0.38461538461538464,0.0,0.6153846153846154,0.0
seed12,plant / tooth / stays / surface,7.594552174573439e-05,False,8,2222222244222222442222224400222244000024443333444113344411111444,6,56.5,0.13569321533923304,0.672566371681416,2.0,0.11109457483782292,0.08862615668799846,0.0,1.0,0.0,0.0
seed12,plant / tooth / roams / bottom,5.06303478304896e-05,False,4,4401444142222222,4,20.5,0.28,0.967741935483871,22.25,0.08349302722701832,0.12074755715776492,0.0,0.0,1.0,0.0
seed12,mixed / no tooth / stays / surface,3.7972760872867195e-05,False,9,044402222044444222044444444044444444000004444000004444000004444000004444000004444,3,81,0.0,0.6545454545454545,1.25,0.0,0.44089605908936297,0.0,1.0,0.0,0.0
seed12,flesh / tooth / roams / surface,2.53151739152448e-05,False,7,1111111111111111444222224442222222222222222222222,2,49.0,0.35714285714285715,0.4166666666666667,22.625,0.0336864515907491,0.7651906666895592,0.0,1.0,0.0,0.0
seed12,flesh / no tooth / roams / surface,2.53151739152448e-05,False,6,000000200000222000444200444200444200,2,21.0,0.0,1.0769230769230769,52.625,0.0,0.6828158220602323,0.0,1.0,0.0,0.0
seed13,mixed / tooth / roams / land,0.1632230032288497,True,7,0111100014440004222000222200022220000000000000000,12284,30.0,0.21132970867308917,0.625,18.0,0.2264907765156626,0.43548541327265217,0.9375610550309346,0.00032562683165092806,0.062113318137414525,0.049088244871377404
seed13,mixed / no tooth / stays / shore,0.13137299193451946,True,7,4444444444444444444444444444444444444444444444444,9887,34,0.0452874466620401,0.7741935483870968,0.25,0.002011189881972889,0.184407568687534,0.4941842823910185,0.00010114291493880854,0.5057145746940427,0.03459087690907252
seed13,plant / no tooth / stays / shore,0.10923610465193531,False,9,444444444444444444444444444444444444444444444444444444444444444444444444444444444,8221,47,0.05858997827486321,0.6363636363636364,0.0,0.002884361043644393,0.0624392653899956,0.6471232210193407,0.05048047682763654,0.30239630215302277,0.017637756963873007
seed13,mixed / tooth / roams / shore,0.09754315098526423,False,7,0011110004444000422200022220002222000000000000000,7341,23,0.15645882835733935,0.85,17.5,0.09016241018895138,0.40999061924654445,0.5978749489170413,0.05830268355809835,0.3438223675248604,0.07246969077782318
seed13,mixed / tooth / stays / shore,0.07920647364434819,False,7,1111110222244022224402222440222444044444404444440,5961,41,0.11505186079128478,0.6111111111111112,4.25,0.03167419320347184,0.3013021037129968,0.7455124979030364,0.0021808421405804393,0.2523066599563832,0.10166079516859587
seed13,plant / no tooth / roams / surface,0.07373204533677036,False,7,2222444220044420004442000444200004420004442000444,5549,25,0.0034134644755330194,1.2173913043478262,27.25,5.249820594108997e-06,0.12699588546485632,0.025590196431789513,0.9744098035682105,0.0,0.014597224725175707
seed13,mixed / tooth / stays / land,0.06334126151025127,False,7,1111111122222422222442222444444444444444444444444,4767,44,0.24432799832925142,0.46153846153846156,4.25,0.058608414991154226,0.3149933376367458,0.9521711768407803,0.0004195510803440319,0.0474092720788756,0.11034193413048038
seed13,plant / no tooth / stays / land,0.05959420135797712,False,8,4444444444444444444444444444444444444444444444444444444444444444,4485,55,0.25250939715866755,0.4489795918367347,0.0,0.0023456905901021773,0.0713995563561063,0.9558528428093646,0.003121516164994426,0.041025641025641026,0.021181716833890748
seed13,mixed / no tooth / stays / bottom,0.0477949481125181,False,4,4444444444444444,3597,22,0.010277786967501461,1.3,0.25,9.999145373044966e-09,0.14768856205860084,0.024464831804281346,0.0,0.9755351681957186,0.0061162079510703364
seed13,plant / no tooth / roams / bottom,0.032408084082966825,False,7,2222222420002240000024400000440000044440044444444,2439,27,0.00551618979280653,1.16,13.0,7.177709228361629e-06,0.14512385796656366,0.041820418204182044,0.0,0.958179581795818,0.006150061500615006
seed13,mixed / no tooth / roams / bottom,0.03215562258334551,False,4,2222222222224444,2420,16.0,0.010389331038933103,1.0,19.75,0.0004056481667032911,0.38183528965624597,0.03512396694214876,0.0,0.9648760330578512,0.01487603305785124
seed13,plant / no tooth / stays / bottom,0.022947421570842026,False,4,4444444444444444,1727,20,0.00783109404990403,1.263157894736842,0.5,0.0,0.07181097824216082,0.028372900984365953,0.0,0.971627099015634,0.0017371163867979154
seed13,plant / no tooth / roams / shore,0.01561275063447561,False,7,0044000044440004444000242200002200000000000000000,1175,21,0.01103390481511226,1.1,16.75,0.0008868092436262765,0.128365558742483,0.14808510638297873,0.7497872340425532,0.10212765957446808,0.016170212765957447
seed13,plant / tooth / stays / shore,0.01241047582348955,False,8,1000044411224444122244441222244412224444122244441224444412244444,934,62.0,0.1253363439646251,0.4649122807017544,1.5,0.044116134143251884,0.179439402538939,0.8019271948608137,0.1006423982869379,0.0974304068522484,0.034261241970021415
seed13,mixed / no tooth / roams / shore,0.01237061348144408,False,7,0004400004444000244400022200000200000000000000000,931,21,0.006731662024141132,1.0526315789473684,15.75,4.6440595653731826e-05,0.26494335183533235,0.2083780880773362,0.05155746509129968,0.7400644468313641,0.047261009667024706
seed13,mixed / tooth / roams / bottom,0.006484274306063062,False,8,1110000022000000220000002444000044440000444000004400000040000000,488,23.0,0.10217858238723534,1.1,14.75,0.002421860341835751,0.37452229507328844,0.0860655737704918,0.0,0.9139344262295082,0.020491803278688523
seed13,plant / tooth / roams / surface,0.006218525359093265,False,9,111100000220000000224400000224400000244440000244000000240000000400000000400000000,468,24.0,0.11025641025641025,1.15,21.25,0.005142855166546194,0.30482459289857716,0.06196581196581197,0.938034188034188,0.0,0.017094017094017096
seed13,mixed / no tooth / stays / land,0.0061388006750023255,False,8,2222244422222244222222442222224442222244442224444444444444444444,462,64.0,0.07141613565931962,0.5871559633027523,1.0,0.0026763353590550138,0.2299045586069875,0.974025974025974,0.0,0.025974025974025976,0.09307359307359307
seed13,plant / tooth / stays / land,0.0049429304136382355,False,7,0011111022222002222200222240044444000444000000000,372,64.0,0.19725757304176375,0.4107142857142857,2.25,0.058005719895542034,0.19542669558634282,0.9516129032258065,0.0,0.04838709677419355,0.20161290322580644
seed13,plant / tooth / roams / shore,0.004557594440532029,False,9,110000000200000000224000000244400000244440000224400000244000000240000000400000000,343,22,0.20660134089736978,0.9523809523809523,18.75,0.017834919760474396,0.2507260450148297,0.2915451895043732,0.6997084548104956,0.008746355685131196,0.03498542274052478
seed13,plant / no tooth / stays / surface,0.00449115720378958,False,8,2222000022200000220000002200000022000000220000044444444444444444,338,33.0,0.0802405498281787,1.1875,2.25,4.7898487139588834e-05,0.17596863955414732,0.047337278106508875,0.9526627218934911,0.0,0.0029585798816568047
seed13,flesh / no tooth / roams / shore,0.003840072283713576,False,6,220000222000224000224000222000220000,289,29,0.020305208727456173,0.9090909090909091,22.0,0.013673728548907124,0.6070873363731281,0.39100346020761245,0.0,0.6089965397923875,0.04498269896193772
seed13,flesh / tooth / roams / shore,0.0020994166810614015,False,7,1111000222200022220002222000222000044000000000000,158,26.0,0.21640956852224458,0.6956521739130435,18.0,0.09191337338857693,0.7311375200575098,0.8924050632911392,0.0,0.10759493670886076,0.04430379746835443
seed13,flesh / no tooth / roams / bottom,0.0019798296549249925,False,4,2222222222244444,149,16,0.005709935287400075,1.0,25.5,0.0,0.6183676314397041,0.026845637583892617,0.0,0.9731543624161074,0.013422818791946308
seed13,mixed / tooth / stays / bottom,0.0010364208931822108,False,7,1100044100000420000042000004200000420000444444444,78,18.0,0.15255376344086022,1.2258064516129032,3.25,0.0015761599511025788,0.27424656885428245,0.07692307692307693,0.0,0.9230769230769231,0.02564102564102564
seed13,mixed / no tooth / roams / surface,0.0007972468409093929,False,7,2220000220000022000002200000220000044000004444444,60,20.0,0.030694668820678513,1.25,26.0,0.0,0.3633463066286086,0.016666666666666666,0.9833333333333333,0.0,0.03333333333333333
seed13,mixed / no tooth / stays / surface,0.0007972468409093929,False,7,2222444222244422224442222044222004420000442000044,60,38.0,0.012505789717461788,0.9473684210526315,7.5,3.810876171930254e-05,0.44120985362115633,0.016666666666666666,0.9833333333333333,0.0,0.0
seed13,flesh / no tooth / stays / bottom,0.0007706719462124131,False,7,4442244442224044220004400000440000040000004000000,58,23.0,0.008856088560885609,1.0526315789473684,0.125,0.0,0.20426495390960472,0.0,0.0,1.0,0.0
seed13,flesh / tooth / roams / bottom,0.0007308096041669435,False,8,0000000000001000000144000002220000022200000020000000000000000000,55,11,0.15572519083969466,1.2222222222222223,31.0,0.0004398124035626023,0.6429417723708875,0.05454545454545454,0.0,0.9454545454545454,0.0
seed13,mixed / no tooth / roams / land,0.0003720485257577167,False,7,2222222222222222222244444444444444444444444444444,28,49.0,0.017543859649122806,0.6153846153846154,13.25,0.0,0.37465458630282267,1.0,0.0,0.0,0.21428571428571427
seed13,plant / no tooth / roams / land,0.0002923238416667774,False,8,0000000000000000000000000022200040222000442220004444400044444400,22,39.0,0.20599250936329588,0.75,12.875,0.0034082697749289325,0.08890199681982068,0.9545454545454546,0.0,0.045454545454545456,0.18181818181818182
seed13,flesh / tooth / stays / land,0.00025246149962130775,False,7,1111111111441114442221442222144222244422224442222,19,49,0.32585596221959856,0.3111111111111111,7.5,0.039743489617230274,0.6968281378507083,1.0,0.0,0.0,0.10526315789473684
seed13,flesh / no tooth / roams / land,0.00019931171022734824,False,7,2222224222222422222242222224222222422222242222222,15,49,0.020588235294117647,0.5957446808510638,13.75,3.1811236364908815e-06,0.6278615532578417,0.9333333333333333,0.0,0.06666666666666667,0.06666666666666667
seed13,flesh / tooth / stays / shore,0.00019931171022734824,False,8,1110000022220000224400002244000024440000244400000004000000000000,15,34,0.06956521739130433,0.7666666666666667,7.5,0.005497346001437557,0.5597663534520667,0.8,0.0,0.2,0.13333333333333333
seed13,plant / tooth / stays / surface,0.00015944936818187858,False,9,110000000100000000200000000200000000200000000240000000240000000244000000224400000,12,20.5,0.07932011331444759,1.3414634146341464,0.0,0.0,0.017248488563229598,0.0,1.0,0.0,0.0
seed13,plant / tooth / roams / bottom,0.0001328744734848988,False,6,110044120044220004220004244444444444,10,26.0,0.09665427509293681,1.1153846153846154,16.875,0.0,0.209417224311445,0.0,0.0,1.0,0.0
seed13,flesh / tooth / roams / land,0.0001328744734848988,False,7,1111144111114411222204222220222222022222002222200,10,33.0,0.2761627906976744,0.5161290322580645,18.5,0.09094378163615753,0.7563721253886126,1.0,0.0,0.0,0.0
seed13,plant / tooth / stays / bottom,0.00010629957878791905,False,9,110000000100000000200000000200000000240000000244000000244000000244400000224400000,8,21.0,0.0898876404494382,1.0238095238095237,0.0,0.0,0.01251998306158558,0.0,0.0,1.0,0.0
seed13,flesh / no tooth / stays / shore,9.301213143942917e-05,False,8,4444444344444444444444444444444444444444444444444444444344444443,7,64,0.0,0.5,0.0,0.0,0.2333307587911421,0.2857142857142857,0.0,0.7142857142857143,0.0
seed13,flesh / no tooth / stays / land,7.972468409093929e-05,False,5,2222222224222242224422444,6,25.0,0.09411764705882353,0.8,4.75,0.0,0.8161732604311761,1.0,0.0,0.0,0.0
seed13,mixed / tooth / roams / surface,7.972468409093929e-05,False,9,111000000220000000200000000200000000240000000440000000440000000444000000444400000,6,20.5,0.17164179104477614,1.3055555555555556,14.375,0.004155369562654721,0.3541740343431962,0.0,1.0,0.0,0.0
seed13,plant / tooth / roams / land,5.3149789393959524e-05,False,8,1114441114444422444222224422222244222222444222224444444444444444,4,64.0,0.09375,0.375,22.0,0.060013160780873,0.16283724500987057,1.0,0.0,0.0,0.5
seed13,mixed / tooth / stays / surface,1.3287447348489881e-05,False,8,1111444410222444002222440022224422222244222224441111444411004444,1,64,0.171875,0.42105263157894735,0.0,0.010924303624822955,0.6237344594240152,0.0,1.0,0.0,0.0
seed14,mixed / no tooth / stays / shore,0.13065708394129777,False,4,4222422244444444,10835,22,0.08454393268247878,1.1,1.75,0.003421293737008261,0.2609342883354098,0.38883248730964465,0.00046146746654360867,0.6107060452238117,0.05768343331795108
seed14,plant / no tooth / stays / shore,0.1296562036489925,False,7,4444444444444444444444444444444444444444444444444,10752,34.0,0.06630308243995717,0.8,0.0,0.004110369029170733,0.07612700192866759,0.4577752976190476,0.026041666666666668,0.5161830357142857,0.016555059523809524
seed14,mixed / no tooth / roams / shore,0.11108565364718367,False,4,2222222244444444,9212,16.0,0.004526049605503677,1.0,14.75,0.00044791228032951136,0.41250504677982086,0.25694745983499784,0.001519756838905775,0.7415327833260964,0.044832826747720364
seed14,mixed / no tooth / stays / bottom,0.10784183679621837,False,16,0000000000002222000000000000222200000000000022240000000000000244000000000000004400000000000000440000000000000004000000000000000400000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8943,20,0.015050386075121056,1.2777777777777777,2.0,0.00022788711287041844,0.24919975740708458,0.04416862350441686,0.0,0.9558313764955831,0.006597338700659734
seed14,mixed / no tooth / roams / bottom,0.0575445874082024,False,4,2222222244444444,4772,16.0,0.008710704734850586,1.0,17.0,5.597581674868991e-05,0.34983285763273786,0.0433780385582565,0.0,0.9566219614417435,0.011525565800502935
seed14,mixed / tooth / stays / shore,0.05568753240802151,False,16,0000000000002221000000000000222200000000000022220000000000002224000000000000000400000000000000040000000000000004000000000000000400000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4618,29.0,0.1854176014358054,0.8,3.5,0.042344512544425505,0.3192700097246401,0.5550021654395842,0.03724556084885232,0.4077522737115635,0.040710264183629274
seed14,mixed / tooth / roams / shore,0.05403547698578268,False,6,111111114411244442224422222222222222,4481,36,0.21545221877665985,0.6,25.25,0.1960282292942994,0.4222805388414921,0.8158893104217808,0.0711894666369114,0.11292122294130774,0.07163579558134345
seed14,plant / no tooth / stays / land,0.04946519227754531,False,8,4444444444444444444444444444444444444444444444444444444444444444,4102,64.0,0.09951505169731906,0.5,0.0,0.002177736353945657,0.03032651903006,0.9880546075085325,0.002681618722574354,0.009263773768893223,0.010482691370063383
seed14,mixed / tooth / roams / land,0.04927225149830574,False,5,1111122222222224424444444,4086,36.0,0.2741259971447323,0.4375,20.0,0.18308622484480588,0.43739935101126887,0.937836514929026,0.032305433186490456,0.0298580518844836,0.07097405775819873
seed14,plant / no tooth / roams / surface,0.04874166435539692,False,6,442222440224404004404004440000444000,4042,22.0,0.007055309506643321,1.4545454545454546,25.5,0.0001425452985015482,0.20413070823854285,0.033151904997525974,0.9666006927263731,0.00024740227610094015,0.011875309252845126
seed14,plant / no tooth / stays / bottom,0.04673990377078636,False,4,4444444444444444,3876,20.0,0.02774584803202664,1.2222222222222223,0.0,3.4735424246798545e-05,0.07159091583613675,0.03018575851393189,0.0,0.9698142414860681,0.005933952528379773
seed14,mixed / tooth / stays / land,0.03740639357507205,False,8,4411111144411111444411114444411144444411444444444444444444444224,3102,36.0,0.27658780687596823,0.45454545454545453,3.25,0.054287230417575494,0.3377254249484417,0.9526112185686654,0.0,0.047388781431334626,0.13056092843326886
seed14,plant / no tooth / roams / shore,0.024925536918012227,False,6,402222400222404004404444444444444400,2067,24,0.047865133743661206,1.0,16.0,0.004234051882012997,0.18464784080010158,0.17561683599419448,0.4475084663763909,0.3768746976294146,0.033381712626995644
seed14,mixed / no tooth / stays / land,0.02279112954767446,False,6,444444444444444444444444444444444444,1890,36.0,0.09064304253403252,0.6666666666666666,0.0,0.004989131743068977,0.1561627911372675,0.9835978835978836,0.003703703703703704,0.012698412698412698,0.020634920634920634
seed14,flesh / no tooth / roams / shore,0.019402607112279476,False,4,2222222222244444,1609,16,0.000469551397818392,1.0,20.75,6.339498798802333e-08,0.6722795039375999,0.36047234307022996,0.0,0.6395276569297701,0.0435052827843381
seed14,plant / no tooth / roams / bottom,0.012348209871332618,False,4,4222422244444444,1024,16.0,0.006930981000387747,1.0,18.25,9.299286877211356e-08,0.16134255757496546,0.033203125,0.0,0.966796875,0.01171875
seed14,flesh / no tooth / roams / bottom,0.007271455617591375,False,4,2244222222222222,603,16,0.006276747503566334,1.0,20.5,0.0,0.6571610811723088,0.01658374792703151,0.0,0.9834162520729685,0.03814262023217247
seed14,mixed / no tooth / roams / surface,0.005137048247253608,False,7,0000024000022200022220002224000222400004440000044,426,20.0,0.025344763324636598,1.1,35.5,0.0,0.39255031900416204,0.03051643192488263,0.9694835680751174,0.0,0.023474178403755867
seed14,plant / tooth / stays / land,0.004666755097857151,False,7,1111100122400022444002244400244400000000000000000,387,46,0.23996389581363364,0.5,1.0,0.08914380029046981,0.15000394369994852,0.9689922480620154,0.00516795865633075,0.025839793281653745,0.16020671834625322
seed14,flesh / tooth / roams / shore,0.004594402305642312,False,16,0000000000000111000000000000011200000000000002220000000000000222000000000000022200000000000004220000000000000042000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,381,21,0.22243517474633598,0.8,14.5,0.046309698674240875,0.760304834691298,0.8162729658792651,0.0,0.1837270341207349,0.08136482939632546
seed14,plant / no tooth / stays / surface,0.0035452868185271384,False,6,222222220044200004400044444444444444,294,34.0,0.015152849969165712,1.1875,2.125,0.0,0.15192892852100395,0.04081632653061224,0.9591836734693877,0.0,0.003401360544217687
seed14,flesh / no tooth / stays / bottom,0.0031955816561554137,False,4,2222222222242244,265,16,0.006396588486140725,1.0,3.5,0.0,0.5245833806664637,0.01509433962264151,0.0,0.9849056603773585,0.01509433962264151
seed14,flesh / tooth / stays / shore,0.0030026408769158416,False,16,0000000000001222000000000000222200000000000022440000000000000444000000000000004400000000000000040000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,249,19,0.11415004748338081,1.1176470588235294,6.0,0.030347000392152778,0.6538657622707084,0.4578313253012048,0.0,0.5421686746987951,0.004016064257028112
seed14,plant / tooth / roams / shore,0.002689112110651537,False,16,0000000000112224000000000012224400000000000222440000000000222444000000000022244400000000002244440000000000024444000000000000444400000000000044440000000000000444000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000,223,36,0.19198705984820208,0.6666666666666666,12.25,0.06987942028836143,0.2250586022293968,0.5381165919282511,0.3991031390134529,0.06278026905829596,0.11210762331838565
